11/1/01 0:00,13.9
12/1/01 0:00,13.9
2/1/02 0:00,13
3/1/02 0:00,13
4/1/02 0:00,13
5/1/02 0:00,13.36
6/1/02 0:00,13.36
7/1/02 0:00,13.36
8/1/02 0:00,13.29
9/1/02 0:00,13.29
10/1/02 0:00,13.29
11/1/02 0:00,12.78
12/1/02 0:00,12.78
1/1/03 0:00,12.78
2/1/03 0:00,11.96
3/1/03 0:00,11.96
4/1/03 0:00,11.96
5/1/03 0:00,12.89
6/1/03 0:00,12.89
7/1/03 0:00,12.89
8/1/03 0:00,13.13
9/1/03 0:00,13.13
10/1/03 0:00,13.13
11/1/03 0:00,12.93
12/1/03 0:00,12.93
1/1/04 0:00,12.93
2/1/04 0:00,12.42
3/1/04 0:00,12.42
4/1/04 0:00,12.42
5/1/04 0:00,12.93
6/1/04 0:00,12.93
7/1/04 0:00,12.93
8/1/04 0:00,13.6
9/1/04 0:00,13.6
10/1/04 0:00,13.6
12/1/04 0:00,13.92
1/1/05 0:00,13.92
2/1/05 0:00,14.13
3/1/05 0:00,14.13
4/1/05 0:00,14.13
5/1/05 0:00,14.81
6/1/05 0:00,14.81
7/1/05 0:00,14.81
8/1/05 0:00,14.75
9/1/05 0:00,14.75
10/1/05 0:00,14.75
11/1/05 0:00,14.49
12/1/05 0:00,14.49
1/1/06 0:00,14.49
2/1/06 0:00,14.38
3/1/06 0:00,14.38
4/1/06 0:00,14.38
5/1/06 0:00,14.77
6/1/06 0:00,14.77
7/1/06 0:00,14.77
8/1/06 0:00,14.67
9/1/06 0:00,14.67
10/1/06 0:00,14.67
11/1/06 0:00,15.09
12/1/06 0:00,15.09
1/1/07 0:00,15.09
2/1/07 0:00,14.64
3/1/07 0:00,14.64
4/1/07 0:00,14.64
5/1/07 0:00,14.47
6/1/07 0:00,14.47
8/1/07 0:00,15.24
9/1/07 0:00,15.24
10/1/07 0:00,15.24
11/1/07 0:00,14.38
12/1/07 0:00,14.38
1/1/08 0:00,14.38
2/1/08 0:00,13.77
3/1/08 0:00,13.77
4/1/08 0:00,13.77
5/1/08 0:00,13.51
6/1/08 0:00,13.51
8/1/08 0:00,13.64
9/1/08 0:00,13.64
10/1/08 0:00,13.64
11/1/08 0:00,13.36
12/1/08 0:00,13.36
2/1/09 0:00,13.54
3/1/09 0:00,13.54
4/1/09 0:00,13.54
5/1/09 0:00,14.43
6/1/09 0:00,14.43
7/1/09 0:00,14.43
8/1/09 0:00,14.9
9/1/09 0:00,14.9
10/1/09 0:00,14.9
11/1/09 0:00,14.37
12/1/09 0:00,14.37
1/1/10 0:00,14.37
2/1/10 0:00,14.67
3/1/10 0:00,14.67
4/1/10 0:00,14.67
5/1/10 0:00,14.48
6/1/10 0:00,14.48
7/1/10 0:00,14.48
8/1/10 0:00,14.22
9/1/10 0:00,14.22
10/1/10 0:00,14.22
11/1/10 0:00,13.67
12/1/10 0:00,13.67
1/1/11 0:00,13.67
2/1/11 0:00,13.44
3/1/11 0:00,13.44
4/1/11 0:00,13.44
5/1/11 0:00,13.06
6/1/11 0:00,13.06
7/1/11 0:00,13.06
8/1/11 0:00,13.08
9/1/11 0:00,13.08
10/1/11 0:00,13.08
11/1/11 0:00,12.78
12/1/11 0:00,12.78
1/1/12 0:00,12.78
2/1/12 0:00,13.04
3/1/12 0:00,13.04
5/1/12 0:00,12.76
6/1/12 0:00,12.76
7/1/12 0:00,12.76
8/1/12 0:00,13.21
9/1/12 0:00,13.21
10/1/12 0:00,13.21
11/1/12 0:00,12.81
12/1/12 0:00,12.81
1/1/13 0:00,12.81
2/1/13 0:00,13.02
3/1/13 0:00,13.02
4/1/13 0:00,13.02
5/1/13 0:00,12.76
6/1/13 0:00,12.76
7/1/13 0:00,12.76
8/1/13 0:00,13.11
9/1/13 0:00,13.11
10/1/13 0:00,13.11
11/1/13 0:00,12.89
12/1/13 0:00,12.89
1/1/14 0:00,12.89
2/1/14 0:00,13.14
3/1/14 0:00,13.14
4/1/14 0:00,13.14
5/1/14 0:00,12.74
6/1/14 0:00,12.74
7/1/14 0:00,12.74
8/1/14 0:00,13.18
9/1/14 0:00,13.18
10/1/14 0:00,13.18
11/1/14 0:00,13.68
12/1/14 0:00,13.68
